run_name,config,features,seed,fold,split,n_train,n_eval,prevalence,roc_auc,pr_auc,log_loss,brier,epochs_ran,seconds,commit,notes
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,1,cv_dev,6328,1581,0.1284,0.976664,0.846791,0.136758,0.041789,28.0,7.26,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,2,cv_dev,6327,1582,0.127686,0.973422,0.784248,0.147742,0.043701,34.0,9.02,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,3,cv_dev,6327,1582,0.140329,0.966988,0.775118,0.158404,0.049195,28.0,7.4,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,4,cv_dev,6327,1582,0.127686,0.976478,0.820928,0.13271,0.041731,30.0,7.71,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,0,cv_dev,6327,1582,0.121997,0.978872,0.815646,0.120563,0.036254,30.0,11.41,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,1,cv_dev,6328,1581,0.1284,0.976342,0.823094,0.135972,0.041511,34.0,13.04,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,2,cv_dev,6327,1582,0.127686,0.970943,0.774358,0.150598,0.044314,34.0,13.1,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,3,cv_dev,6327,1582,0.140329,0.967637,0.783049,0.167512,0.049075,32.0,11.65,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,4,cv_dev,6327,1582,0.127686,0.976349,0.826431,0.142212,0.042451,35.0,13.1,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,0,cv_dev,6327,1582,0.121997,0.977603,0.812066,0.121526,0.037779,26.0,10.02,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,1,cv_dev,6328,1581,0.1284,0.976113,0.824395,0.13092,0.039437,27.0,10.26,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,2,cv_dev,6327,1582,0.127686,0.970161,0.761915,0.157834,0.045142,33.0,12.73,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,3,cv_dev,6327,1582,0.140329,0.968879,0.778289,0.154695,0.047747,26.0,9.69,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,4,cv_dev,6327,1582,0.127686,0.977113,0.820638,0.13387,0.041899,29.0,11.04,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,0,cv_dev,6327,1582,0.121997,0.977174,0.820404,0.125433,0.038065,31.0,12.0,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,1,cv_dev,6328,1581,0.1284,0.976285,0.819958,0.151342,0.042526,33.0,12.24,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,2,cv_dev,6327,1582,0.127686,0.973095,0.790664,0.13642,0.042573,28.0,19.54,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,3,cv_dev,6327,1582,0.140329,0.968104,0.768913,0.153843,0.047239,23.0,15.91,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,4,cv_dev,6327,1582,0.127686,0.976991,0.820635,0.136556,0.042433,32.0,22.4,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,0,cv_dev,6327,1582,0.121997,0.974959,0.825618,0.137093,0.039794,44.0,29.26,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,1,cv_dev,6328,1581,0.1284,0.976095,0.827678,0.129813,0.03912,24.0,15.17,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,2,cv_dev,6327,1582,0.127686,0.9733,0.78243,0.139903,0.042272,29.0,20.73,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,3,cv_dev,6327,1582,0.140329,0.968263,0.782841,0.167749,0.050611,28.0,20.05,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,4,cv_dev,6327,1582,0.127686,0.976862,0.829082,0.137035,0.041823,26.0,18.49,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,0,cv_dev,6327,1582,0.121997,0.976951,0.831237,0.134679,0.039292,40.0,28.75,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,1,cv_dev,6328,1581,0.1284,0.976506,0.826083,0.132194,0.039384,23.0,16.5,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,2,cv_dev,6327,1582,0.127686,0.971115,0.776055,0.157031,0.047308,28.0,19.93,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,3,cv_dev,6327,1582,0.140329,0.966375,0.781896,0.1814,0.050823,36.0,25.78,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
capas_4,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,4,cv_dev,6327,1582,0.127686,0.975086,0.811954,0.137359,0.042868,29.0,20.56,7a5d721-dirty,"Cuatro bloques encoder. El paper usa 6; con 6.300 ejemplos de entrenamiento 4 ya es mucho, y la fila mide si sobreajusta."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",42,0,cv_dev,6327,1582,0.121997,0.994397,0.943791,0.058636,0.015654,19.0,4.18,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",42,1,cv_dev,6328,1581,0.1284,0.992983,0.943281,0.071988,0.019685,28.0,5.42,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",42,2,cv_dev,6327,1582,0.127686,0.994633,0.955218,0.063172,0.017194,25.0,5.25,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",42,3,cv_dev,6327,1582,0.140329,0.994472,0.952677,0.067342,0.01799,28.0,5.57,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",42,4,cv_dev,6327,1582,0.127686,0.993037,0.939967,0.070392,0.019186,22.0,4.45,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",43,0,cv_dev,6327,1582,0.121997,0.995147,0.952231,0.062533,0.016188,34.0,7.24,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",43,1,cv_dev,6328,1581,0.1284,0.993776,0.951725,0.070833,0.018743,24.0,6.99,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",43,2,cv_dev,6327,1582,0.127686,0.995405,0.965922,0.060346,0.01722,25.0,8.25,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",43,3,cv_dev,6327,1582,0.140329,0.992763,0.951988,0.069511,0.01844,18.0,6.1,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",43,4,cv_dev,6327,1582,0.127686,0.99369,0.944029,0.071587,0.019267,39.0,12.9,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",44,0,cv_dev,6327,1582,0.121997,0.993547,0.920476,0.06264,0.016764,27.0,8.91,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",44,1,cv_dev,6328,1581,0.1284,0.993816,0.947471,0.065294,0.017962,21.0,6.92,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",44,2,cv_dev,6327,1582,0.127686,0.995071,0.963208,0.06022,0.016833,23.0,7.53,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",44,3,cv_dev,6327,1582,0.140329,0.993568,0.947837,0.071403,0.018263,22.0,7.33,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",44,4,cv_dev,6327,1582,0.127686,0.993489,0.938909,0.066679,0.018257,25.0,8.24,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",45,0,cv_dev,6327,1582,0.121997,0.994185,0.941204,0.054815,0.014688,21.0,7.03,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",45,1,cv_dev,6328,1581,0.1284,0.994069,0.945782,0.069862,0.01804,34.0,11.22,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",45,2,cv_dev,6327,1582,0.127686,0.994009,0.953361,0.071928,0.018554,32.0,10.58,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",45,3,cv_dev,6327,1582,0.140329,0.993247,0.952469,0.065054,0.016381,19.0,6.36,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",45,4,cv_dev,6327,1582,0.127686,0.992126,0.948079,0.074132,0.020155,19.0,6.37,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",46,0,cv_dev,6327,1582,0.121997,0.994069,0.925181,0.062401,0.015412,31.0,10.26,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",46,1,cv_dev,6328,1581,0.1284,0.99393,0.942299,0.063718,0.01766,28.0,9.33,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",46,2,cv_dev,6327,1582,0.127686,0.994425,0.960261,0.063857,0.01731,22.0,7.13,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",46,3,cv_dev,6327,1582,0.140329,0.994323,0.948785,0.063086,0.017788,26.0,8.75,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
con_cart,ablacion,"texto[both, con marcador] + tabular[7 cat] + CART (fuga)",46,4,cv_dev,6327,1582,0.127686,0.992628,0.933143,0.069092,0.018462,20.0,6.61,7a5d721-dirty,"Agrega cart, que es fuga: P(bought | cart=False) = 0 exacto y su valor es posterior al momento de la prediccion. Se corre para mostrar con numeros que la trampa ni siquiera paga."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,0,cv_dev,6327,1582,0.121997,0.977659,0.820586,0.131094,0.03922,40.0,12.93,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,1,cv_dev,6328,1581,0.1284,0.975802,0.838528,0.135807,0.039945,24.0,7.59,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,2,cv_dev,6327,1582,0.127686,0.969662,0.76373,0.147523,0.043937,27.0,8.45,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,3,cv_dev,6327,1582,0.140329,0.97134,0.780765,0.156013,0.048509,25.0,7.96,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,4,cv_dev,6327,1582,0.127686,0.976873,0.833192,0.134577,0.041663,29.0,9.24,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,0,cv_dev,6327,1582,0.121997,0.978032,0.827763,0.130067,0.038894,40.0,12.6,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,1,cv_dev,6328,1581,0.1284,0.977214,0.852627,0.135217,0.038804,26.0,8.3,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,2,cv_dev,6327,1582,0.127686,0.97208,0.771268,0.144437,0.043182,26.0,8.16,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,3,cv_dev,6327,1582,0.140329,0.970972,0.797127,0.152202,0.048275,23.0,7.3,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,4,cv_dev,6327,1582,0.127686,0.975466,0.819085,0.138848,0.043276,29.0,9.13,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,0,cv_dev,6327,1582,0.121997,0.978439,0.83004,0.127949,0.039325,33.0,10.33,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,1,cv_dev,6328,1581,0.1284,0.975645,0.833711,0.137982,0.040204,31.0,9.83,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,2,cv_dev,6327,1582,0.127686,0.970225,0.768234,0.148883,0.044932,34.0,10.77,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,3,cv_dev,6327,1582,0.140329,0.964491,0.771766,0.171602,0.049697,34.0,10.79,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,4,cv_dev,6327,1582,0.127686,0.976152,0.820129,0.142224,0.043991,31.0,9.86,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,0,cv_dev,6327,1582,0.121997,0.972907,0.811146,0.141655,0.041798,38.0,12.18,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,1,cv_dev,6328,1581,0.1284,0.974461,0.811246,0.143378,0.042192,25.0,7.89,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,2,cv_dev,6327,1582,0.127686,0.972873,0.789899,0.137236,0.04208,25.0,8.09,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,3,cv_dev,6327,1582,0.140329,0.970893,0.784092,0.155191,0.049673,21.0,6.63,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,4,cv_dev,6327,1582,0.127686,0.976786,0.812384,0.139147,0.041942,36.0,11.4,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,0,cv_dev,6327,1582,0.121997,0.974388,0.814805,0.119007,0.036839,24.0,7.67,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,1,cv_dev,6328,1581,0.1284,0.975791,0.828374,0.138546,0.039923,27.0,8.47,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,2,cv_dev,6327,1582,0.127686,0.970566,0.768414,0.151005,0.045429,34.0,10.77,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,3,cv_dev,6327,1582,0.140329,0.971393,0.787717,0.15547,0.047964,24.0,7.63,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
d48_6cabezas,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,4,cv_dev,6327,1582,0.127686,0.976108,0.818572,0.137398,0.042865,30.0,9.44,7a5d721-dirty,"d_model 48 con 6 cabezas y d_ff 192. Es el unico punto de la grilla con d_head 8 y ancho intermedio: combina el ancho del medio con los subespacios mas chicos, que es la esquina que las otras familias no tocan."
gbdt_sufijo,baseline,num(11) + cat(7) + sufijo,42,0,cv_dev,6327,1582,0.121997,0.977738,0.820572,0.122175,0.038172,50.0,0.53,b0cd827-dirty,"Baseline fuerte de referencia. Esperado ROC ~ 0.970, PR-AUC ~ 0.775."
gbdt_sufijo,baseline,num(11) + cat(7) + sufijo,42,1,cv_dev,6328,1581,0.1284,0.973693,0.830647,0.137517,0.039366,49.0,0.54,b0cd827-dirty,"Baseline fuerte de referencia. Esperado ROC ~ 0.970, PR-AUC ~ 0.775."
